period,series,return_%,cagr_%,sharpe,max_dd_%,profit_factor,exposure_%,entries,exits,orders
2019-2022,strategy,824.0578884645529,74.36219953690329,1.369640595936759,-46.28296394465562,1.1329936978940685,51.91188220522771,32,32,64
2019-2022,buy_hold,346.92629207047673,45.404391230357554,0.8843382115462508,-77.04553949481674,1.0619935619617609,100.0,0,0,0
2023-2024,strategy,254.11129408662046,88.1241964048046,1.8581186851406881,-25.295972337331552,1.1621692620824353,64.86548107615138,16,16,32
2023-2024,buy_hold,465.6952067402707,137.7495058074533,2.0695127110911153,-30.00609140599132,1.1479488762078474,100.0,0,0,0
2025+,strategy,-7.733184526221604,-5.010991312577884,-0.10190477582684727,-25.94561352320184,0.9906380649325306,43.38578088578088,15,14,29
2025+,buy_hold,-30.110284688381917,-20.45345870106704,-0.3012160707497311,-53.44739049587437,0.9810677769693478,100.0,0,0,0
OOS split: 2023-07-15+,strategy,151.05847931000613,35.45805213891611,1.1271611960682266,-28.692509216777516,1.1030387057856808,53.61010830324909,25,25,50
OOS split: 2023-07-15+,buy_hold,115.75613618368993,28.856655124959364,0.7840746492844629,-53.447390495874146,1.0518501975865158,100.0,0,0,0
