period,series,return_%,cagr_%,sharpe,max_dd_%,exposure_%,entries,exits,orders
2019-2022,strategy,1062.304421931477,84.65469657687346,1.5529812007808388,-46.3729039878593,44.12738271886771,95,95,190
2019-2022,buy_hold,346.92629207047673,45.404391230357554,0.8843382115462508,-77.04553949481674,100.0,0,0,0
2023-2024,strategy,224.36827449450382,80.05394568037177,1.826424357300934,-29.86920400083485,55.768353853169174,47,47,94
2023-2024,buy_hold,465.6952067402707,137.7495058074533,2.0695127110911153,-30.00609140599132,100.0,0,0,0
2025+,strategy,6.032621949673089,3.812368830885138,0.2826552365286539,-24.709026128910317,34.84848484848485,34,33,67
2025+,buy_hold,-30.110284688381917,-20.45345870106704,-0.3012160707497311,-53.44739049587437,100.0,0,0,0
2023-07-15+,strategy,152.95650205694525,35.79483498496015,1.1995480881835012,-29.869204000834916,44.81046931407942,71,70,141
2023-07-15+,buy_hold,115.75613618368993,28.856655124959364,0.7840746492844629,-53.447390495874146,100.0,0,0,0
