quantile,cagr_%,sharpe,max_dd_%
0.05,18.723756646223414,0.6249026278701361,-67.3493825111787
0.5,57.43178398266399,1.2659243415328314,-47.39973722960936
0.95,114.51379005875037,1.9190643467559716,-33.93419510940321
