strategy,total_return,cagr,ann_vol,sharpe,sortino,max_drawdown,calmar,exposure,trades
ema_crossover,4.052413585320845,0.2874601690311436,0.4034704202338804,0.8280403676761823,0.7745024774442393,-0.6403221413812605,0.4489305467573767,1.0,0
donchian_breakout,1.844960459101399,0.17714003539122203,0.3629432627809988,0.6309102034648609,0.5083145857083798,-0.5471723195169058,0.3237372013767392,1.0,0
rsi_mean_reversion,-0.5764369592066496,-0.1254078107940445,0.2809865470665635,-0.33578825417508024,-0.15272559606466626,-0.6679570678726385,-0.18774831022217195,1.0,0
momentum,0.19467656818222645,0.028134028586251025,0.3706801622311379,0.260120632977843,0.23325298017199403,-0.7233953133515962,0.03889163790113867,1.0,0
trend_vol_target,-0.5536473919976761,-0.1182290875574471,0.3893926692929939,-0.12843595918113745,-0.12680835709472973,-0.8817324735195926,-0.13408725561112045,1.0,0
buy_and_hold,9.370523773390364,0.4402820352884149,0.6173311013902298,0.9005679663362827,1.101512004779893,-0.7719848663243939,0.570324697405927,1.0,0
