cost_bps_side,net_%,cagr_%,sharpe,max_dd_%,profit_factor,trades,positive_month_%,months
5.9,-39.88737896113134,-27.705530242089395,-1.6246363560864256,-44.76101030477925,0.9386931317992935,192.0,26.31578947368421,19.0
8.9,-46.43202397416072,-32.826986681389236,-2.011326288768396,-50.47879677281042,0.9248997652888011,192.0,21.052631578947366,19.0
12.0,-52.448925171494935,-37.73975236150877,-2.408403415399461,-55.90904703345226,0.9110263217232949,192.0,21.052631578947366,19.0
15.0,-57.62893919681631,-42.15296431126531,-2.7895517459528345,-60.64140269225864,0.897947042678199,192.0,15.789473684210526,19.0
