date,BH,DipLev
2008-03-31,1.0528367843583102,1.0528367843583102
2008-04-01,1.0539597371788456,1.0539597371788456
2008-04-02,1.0572176250561753,1.0572176250561753
2008-04-03,1.0610869369648759,1.0610869369648759
2008-04-04,1.0333789284851762,1.0333789284851762
2008-04-07,1.058774253526026,1.058774253526026
2008-04-08,1.047310731573983,1.047310731573983
2008-04-09,1.0556275533965425,1.0556275533965425
2008-04-10,1.0525032211147705,1.0525032211147705
2008-04-11,1.062465599889101,1.062465599889101
2008-04-15,1.085114565841786,1.085114565841786
2008-04-16,1.0868157166674801,1.0868157166674801
2008-04-17,1.1026266361276065,1.1026266361276065
2008-04-21,1.12010537180543,1.12010537180543
2008-04-22,1.1228405469697391,1.1228405469697391
2008-04-23,1.1169475963338757,1.1169475963338757
2008-04-24,1.1118441438567934,1.1118441438567934
2008-04-25,1.1367168647664079,1.1367168647664079
2008-04-28,1.131813419937307,1.131813419937307
2008-04-29,1.1553518878727638,1.1553518878727638
2008-04-30,1.1487695514838951,1.1487695514838951
2008-05-02,1.1626236100146377,1.1626236100146377
2008-05-05,1.154629167511762,1.154629167511762
2008-05-06,1.1440440722004201,1.1440440722004201
2008-05-07,1.1420093581311865,1.1420093581311865
2008-05-08,1.1300455998956194,1.1300455998956194
2008-05-09,1.1080081665560901,1.1080081665560901
2008-05-12,1.1146905067689497,1.1146905067689497
2008-05-13,1.1024931891138339,1.1024931891138339
2008-05-14,1.114490390539183,1.114490390539183
2008-05-15,1.137506254343404,1.137506254343404
2008-05-16,1.1469461375682841,1.1469461375682841
2008-05-20,1.1352158301704807,1.1352158301704807
2008-05-21,1.1380399338167102,1.1380399338167102
2008-05-22,1.1175369782628906,1.1175369782628906
2008-05-23,1.0999914647872882,1.0999914647872882
2008-05-26,1.0840916168452417,1.0840916168452417
2008-05-27,1.080700390535924,1.080700390535924
2008-05-28,1.0937205409578177,1.0937205409578177
2008-05-29,1.0752521908914465,1.0752521908914465
2008-05-30,1.0829909232906325,1.0829909232906325
2008-06-02,1.0539709211027015,1.0539709211027015
2008-06-03,1.0487005784220644,1.0487005784220644
2008-06-04,1.019725094765986,1.019725094765986
2008-06-05,1.0400391180138946,1.0400391180138946
2008-06-06,1.0291092755351576,1.0291092755351576
2008-06-09,1.000901030771934,1.000901030771934
2008-06-10,0.9895264373018111,0.9895264373018111
2008-06-11,1.0059378140330226,1.0059378140330226
2008-06-12,1.0094402280901866,1.0094402280901866
2008-06-13,1.0044923733110183,1.0044923733110183
2008-06-16,1.0168119540560512,1.0168119540560512
2008-06-17,1.0347131814593342,1.0347131814593342
2008-06-18,1.0190134497470544,1.0190134497470544
2008-06-19,1.0016348264750068,1.0016348264750068
2008-06-20,0.9667885428672063,0.9667885428672063
2008-06-23,0.9487427931080797,0.9487427931080797
2008-06-24,0.9319979617151141,0.9319979617151141
2008-06-25,0.9456851300423017,0.9456851300423017
2008-06-26,0.9597393048028106,0.9597393048028106
2008-06-27,0.9198895725419184,0.9198895725419184
2008-06-30,0.8985193199803606,0.8985193199803606
2008-07-01,0.8665417128415347,0.8665417128415347
2008-07-02,0.9102607570111272,0.9102607570111272
2008-07-03,0.8729906022166304,0.8729906022166304
2008-07-04,0.8930599907029199,0.8930599907029199
2008-07-07,0.8961732476426214,0.8961732476426214
2008-07-08,0.8869557942043268,0.8869557942043268
2008-07-09,0.9244371948615535,0.9244371948615535
2008-07-10,0.9255713316059446,0.9255713316059446
2008-07-11,0.9003983820607878,0.9003983820607878
2008-07-14,0.8983302790926647,0.8983302790926647
2008-07-15,0.8586140481364379,0.8586140481364379
2008-07-16,0.8487405435531351,0.8487405435531351
2008-07-17,0.8777605457410662,0.8777605457410662
2008-07-18,0.9100161222495083,0.9100161222495083
2008-07-21,0.9249708743348597,0.9249708743348597
2008-07-22,0.9428943610040692,0.9428943610040692
2008-07-23,0.9955305756855213,0.9955305756855213
2008-07-24,0.9859128354968009,0.9859128354968009
2008-07-25,0.9588498028200388,0.9588498028200388
2008-07-28,0.9633529066078211,0.9633529066078211
2008-07-29,0.9317199923454977,0.9317199923454977
2008-07-30,0.9592277760136457,0.9592277760136457
2008-07-31,0.9635419474955171,0.9635419474955171
2008-08-01,0.9814653255829416,0.9814653255829416
2008-08-04,0.9774181567104008,0.9774181567104008
2008-08-05,1.0013235224973938,1.0013235224973938
2008-08-06,1.0045923771350092,1.0045923771350092
2008-08-07,1.005993407906946,1.005993407906946
2008-08-08,1.0072498077412542,1.0072498077412542
2008-08-11,1.027463718583387,1.027463718583387
2008-08-12,1.012308850268269,1.012308850268269
2008-08-13,1.0071496953354782,1.0071496953354782
2008-08-14,0.9852791521995038,0.9852791521995038
2008-08-18,0.976906627921236,0.976906627921236
2008-08-19,0.9713917590607646,0.9713917590607646
2008-08-20,0.98195459510618,0.98195459510618
2008-08-21,0.9526232889406357,0.9526232889406357
2008-08-22,0.9623188822692057,0.9623188822692057
2008-08-25,0.9640756269688232,0.9640756269688232
2008-08-26,0.964553712568206,0.964553712568206
2008-08-27,0.9544578867801027,0.9544578867801027
2008-08-28,0.9370903388501256,0.9370903388501256
2008-08-29,0.9695571612212974,0.9695571612212974
2008-09-01,0.9670331776288253,0.9670331776288253
2008-09-02,1.0015792326010833,1.0015792326010833
2008-09-04,0.9890706109683545,0.9890706109683545
2008-09-05,0.9678448264717476,0.9678448264717476
2008-09-08,0.9967536409118323,0.9967536409118323
2008-09-09,0.9937294210358361,0.9937294210358361
2008-09-10,0.978507774922939,0.978507774922939
2008-09-11,0.9540575457387843,0.9540575457387843
2008-09-12,0.9403037081956028,0.9403037081956028
2008-09-15,0.9057131346914922,0.9057131346914922
2008-09-16,0.9061578856828781,0.9061578856828781
2008-09-17,0.8913365806112995,0.8913365806112995
2008-09-18,0.8979855862161619,0.8979855862161619
2008-09-19,0.9440395730905305,0.9440395730905305
2008-09-22,0.9391027936534329,0.9391027936534329
2008-09-23,0.917721411458912,0.917721411458912
2008-09-24,0.9253600314523222,0.9253600314523222
2008-09-25,0.9140855503879751,0.9140855503879751
2008-09-26,0.8862219442103615,0.8862219442103615
2008-09-29,0.856156788050852,0.856156788050852
2008-09-30,0.871978782853049,0.871978782853049
2008-10-01,0.8785499896089544,0.8785499896089544
2008-10-03,0.8490963660626006,0.8490963660626006
2008-10-06,0.8010743886258849,0.8010743886258849
2008-10-07,0.80201948448258,0.80201948448258
2008-10-08,0.7813496387252055,0.7813496387252055
2008-10-10,0.7293804962399396,0.7293804962399396
2008-10-13,0.7762461319572305,0.7762461319572305
2008-10-14,0.7824615162036701,0.7824615162036701
2008-10-15,0.7423783331050143,0.7423783331050143
2008-10-16,0.7270122189271664,0.7270122189271664
2008-10-17,0.6836601269000027,0.6836601269000027
2008-10-20,0.6944342088081481,0.6944342088081481
2008-10-21,0.7193624693007933,0.7193624693007933
2008-10-22,0.6816142289069136,0.6816142289069136
2008-10-23,0.6544844184323727,0.6544844184323727
2008-10-24,0.5746182808706037,0.5746182808706037
2008-10-27,0.5613202153699863,0.5613202153699863
2008-10-29,0.5997578415168711,0.5997578415168711
2008-10-31,0.6416867520879568,0.6416867520879568
2008-11-03,0.6768776742813674,0.6768776742813674
2008-11-04,0.6987260667332005,0.6987260667332005
2008-11-05,0.6660034799674462,0.6660034799674462
2008-11-06,0.6432544558998782,0.6432544558998782
2008-11-07,0.6611223486951643,0.6611223486951643
2008-11-10,0.7000936543153552,0.7000936543153552
2008-11-11,0.6534837287017542,0.6534837287017542
2008-11-12,0.633425469848428,0.633425469848428
2008-11-14,0.6249529960370618,0.6249529960370618
2008-11-17,0.6225513298253994,0.6225513298253994
2008-11-18,0.5966667895522035,0.5966667895522035
2008-11-19,0.5859594311509446,0.5859594311509446
2008-11-20,0.567757975112119,0.567757975112119
2008-11-21,0.5989572680160196,0.5989572680160196
2008-11-24,0.6022484362104538,0.6022484362104538
2008-11-25,0.5901845655691108,0.5901845655691108
2008-11-26,0.6120329580209439,0.6120329580209439
2008-11-28,0.6126667499000259,0.6126667499000259
2008-12-01,0.5966111956782804,0.5966111956782804
2008-12-02,0.5910296033109226,0.5910296033109226
2008-12-03,0.5907293746753801,0.5907293746753801
2008-12-04,0.6199828819919673,0.6199828819919673
2008-12-05,0.6036160237926086,0.6036160237926086
2008-12-08,0.6190933800091956,0.6190933800091956
2008-12-10,0.6511710452629048,0.6511710452629048
2008-12-11,0.6493697820314349,0.6493697820314349
2008-12-12,0.6496366760589805,0.6496366760589805
2008-12-15,0.6629458169016685,0.6629458169016685
2008-12-16,0.6764106640240557,0.6764106640240557
2008-12-17,0.6569750674168481,0.6569750674168481
2008-12-18,0.6806357984422218,0.6806357984422218
2008-12-19,0.6843605879950788,0.6843605879950788
2008-12-22,0.6758658549177863,0.6758658549177863
2008-12-23,0.6601549935725433,0.6601549935725433
2008-12-24,0.6486359863283621,0.6486359863283621
2008-12-26,0.6353823850687048,0.6353823850687048
2008-12-29,0.649825662655784,0.649825662655784
2008-12-30,0.6625677894171691,0.6625677894171691
2008-12-31,0.6580424263634604,0.6580424263634604
2009-01-02,0.6775225415025206,0.6775225415025206
2009-01-05,0.6941339801726061,0.6941339801726061
2009-01-06,0.692210453851219,0.692210453851219
2009-01-07,0.6494253759053584,0.6494253759053584
2009-01-09,0.6388847991258693,0.6388847991258693
2009-01-12,0.6166695088224997,0.6166695088224997
2009-01-13,0.6104096060442075,0.6104096060442075
2009-01-14,0.6305012537964233,0.6305012537964233
2009-01-15,0.6085750082047405,0.6085750082047405
2009-01-16,0.6289779599345694,0.6289779599345694
2009-01-19,0.6329251249831195,0.6329251249831195
2009-01-20,0.6218953329712843,0.6218953329712843
2009-01-21,0.6017814259531422,0.6017814259531422
2009-01-22,0.6034826310697288,0.6034826310697288
2009-01-23,0.595643894846552,0.595643894846552
2009-01-27,0.6162803517050371,0.6162803517050371
2009-01-28,0.6336589749770848,0.6336589749770848
2009-01-29,0.6279772702039512,0.6279772702039512
2009-01-30,0.6392850858762952,0.6392850858762952
2009-02-02,0.6152351434425662,0.6152351434425662
2009-02-03,0.6190711207432698,0.6190711207432698
2009-02-04,0.6233296440603254,0.6233296440603254
2009-02-05,0.6182150076593874,0.6182150076593874
2009-02-06,0.632235793521007,0.632235793521007
2009-02-09,0.6493141881575122,0.6493141881575122
2009-02-10,0.6525608921109863,0.6525608921109863
2009-02-11,0.6506039768907098,0.6506039768907098
2009-02-12,0.6433434386726917,0.6433434386726917
2009-02-13,0.6556408144426908,0.6556408144426908
2009-02-16,0.633436599481392,0.633436599481392
2009-02-17,0.6160913108173413,0.6160913108173413
2009-02-18,0.6173477106516495,0.6173477106516495
2009-02-19,0.6202831106275106,0.6202831106275106
2009-02-20,0.6085194143308176,0.6085194143308176
2009-02-24,0.607952345958622,0.607952345958622
2009-02-25,0.6143123068517976,0.6143123068517976
2009-02-26,0.6194602778607325,0.6194602778607325
2009-02-27,0.6145680169554875,0.6145680169554875
2009-03-02,0.5947655224967435,0.5947655224967435
2009-03-03,0.5831574781888571,0.5831574781888571
2009-03-04,0.5882276503488351,0.5882276503488351
2009-03-05,0.5729949288938674,0.5729949288938674
2009-03-06,0.582657133323548,0.582657133323548
2009-03-09,0.5722054850259789,0.5722054850259789
2009-03-12,0.5820567303433554,0.5820567303433554
2009-03-13,0.604694566663077,0.604694566663077
2009-03-16,0.6175923454132686,0.6175923454132686
2009-03-17,0.6131892997403695,0.6131892997403695
2009-03-18,0.6214727869549322,0.6214727869549322
2009-03-19,0.624241351018131,0.624241351018131
2009-03-20,0.6242191460430973,0.6242191460430973
2009-03-23,0.6537616980713713,0.6537616980713713
2009-03-24,0.6534948583347182,0.6534948583347182
2009-03-25,0.6636463322876374,0.6636463322876374
2009-03-26,0.685416871599621,0.685416871599621
2009-03-27,0.6912875629695581,0.6912875629695581
2009-03-30,0.662267560781627,0.662267560781627
2009-03-31,0.671785242855464,0.671785242855464
2009-04-01,0.680546869960302,0.680546869960302
2009-04-02,0.7140588463030524,0.7140588463030524
2009-04-06,0.7241880609900452,0.7241880609900452
2009-04-08,0.7433901524685966,0.7433901524685966
2009-04-09,0.74319003623883,0.74319003623883
2009-04-13,0.7522073734473579,0.7522073734473579
2009-04-15,0.7747895616022638,0.7747895616022638
2009-04-16,0.7492942327374231,0.7492942327374231
2009-04-17,0.7526076059068912,0.7526076059068912
2009-04-20,0.7509843082210467,0.7509843082210467
2009-04-21,0.7483602665136913,0.7483602665136913
2009-04-22,0.7405771241644378,0.7405771241644378
2009-04-23,0.7613469737458032,0.7613469737458032
2009-04-24,0.774033506633265,0.774033506633265
2009-04-27,0.7716429700545657,0.7716429700545657
2009-04-28,0.7477042696595757,0.7477042696595757
2009-04-29,0.7725213424043744,0.7725213424043744
2009-05-04,0.81256006126207,0.81256006126207
2009-05-05,0.8143168059616873,0.8143168059616873
2009-05-06,0.8061223015199374,0.8061223015199374
2009-05-07,0.8192090668669325,0.8192090668669325
2009-05-08,0.8051549463973161,0.8051549463973161
2009-05-11,0.7904559587065471,0.7904559587065471
2009-05-12,0.8185864589117063,0.8185864589117063
2009-05-13,0.8083905207178272,0.8083905207178272
2009-05-14,0.7990952141396831,0.7990952141396831
2009-05-15,0.8164849670446939,0.8164849670446939
2009-05-18,0.9613626024886563,0.9613626024886563
2009-05-19,0.9603175028079705,0.9603175028079705
2009-05-20,0.9496100358249265,0.9496100358249265
2009-05-21,0.9364009530971218,0.9364009530971218
2009-05-22,0.9425385384946046,0.9425385384946046
2009-05-25,0.9423272383409823,0.9423272383409823
2009-05-26,0.9154532465519163,0.9154532465519163
2009-05-27,0.9508886949251613,0.9508886949251613
2009-05-28,0.9644647840862874,0.9644647840862874
2009-05-29,0.9893375049959018,0.9893375049959018
2009-06-01,1.0073387362231758,1.0073387362231758
2009-06-02,1.0063047118845605,1.0063047118845605
2009-06-03,1.0075167017688011,1.0075167017688011
2009-06-04,1.0168452886640498,1.0168452886640498
2009-06-05,1.0200141394776745,1.0200141394776745
2009-06-08,0.98510118665388,0.98510118665388
2009-06-09,1.0120198055565837,1.0120198055565837
2009-06-10,1.0352135263246454,1.0352135263246454
2009-06-11,1.031310879807948,1.031310879807948
2009-06-12,1.0192358252427494,1.0192358252427494
2009-06-15,0.9971317226872263,0.9971317226872263
2009-06-16,1.0046479710089344,1.0046479710089344
2009-06-17,0.9687009938465246,0.9687009938465246
2009-06-18,0.9454071606726873,0.9454071606726873
2009-06-19,0.9592389599375032,0.9592389599375032
2009-06-22,0.9418158181336028,0.9418158181336028
2009-06-23,0.944428730207995,0.944428730207995
2009-06-24,0.9546469276678006,0.9546469276678006
2009-06-25,0.9432835181215334,0.9432835181215334
2009-06-26,0.9730039814045405,0.9730039814045405
2009-06-29,0.9764397262457106,0.9764397262457106
2009-06-30,0.9542355112844118,0.9542355112844118
2009-07-01,0.9653097675372072,0.9653097675372072
2009-07-02,0.9670776961606803,0.9670776961606803
2009-07-03,0.9838447868195724,0.9838447868195724
2009-07-06,0.926349645840872,0.926349645840872
2009-07-07,0.9344551675098094,0.9344551675098094
2009-07-08,0.9070473876656523,0.9070473876656523
2009-07-09,0.9075032682900013,0.9075032682900013
2009-07-10,0.8903692254886804,0.8903692254886804
2009-07-13,0.883731349516781,0.8764186302033405
2009-07-14,0.9142745912756735,0.936773573603156
2009-07-15,0.9414266610161407,0.9921724317252292
2009-07-16,0.9409596507588285,0.9911841619736487
2009-07-17,0.9728817183146237,1.0248100966810942
2009-07-20,1.0011900754836234,1.0546294361764466
2009-07-21,0.9938183495177587,1.0468642381492173
2009-07-22,0.978207546287399,1.030420195192496
2009-07-23,1.0059711486410219,1.0596657031269257
2009-07-24,1.0159335274153525,1.0701598322309056
2009-07-27,1.0167674355242011,1.0710382508850589
2009-07-28,1.0149440216085899,1.069117510721101
2009-07-29,1.003691799810169,1.0572646921389068
2009-07-30,1.01657850321829,1.0708392341587272
2009-07-31,1.031032910438332,1.086065157497384
2009-08-03,1.0476998886914484,1.1036217497052705
2009-08-04,1.040828507590893,1.0963836028705332
2009-08-05,1.0438639113907449,1.0995810238961654
2009-08-06,1.019702835500062,1.0741303302986498
2009-08-07,0.9965535246820679,1.0497454055838684
2009-08-10,0.9868245967455009,1.03949718795208
2009-08-11,0.9943186943830676,1.0473912893417092
2009-08-12,0.9912387720513631,1.0441469735702171
2009-08-13,1.0240391576660746,1.0786981073002468
2009-08-14,1.0184908456158213,1.0728536494369754
2009-08-17,0.9757614158347763,1.0278435004736464
2009-08-18,0.9915500760289764,1.0444748936589487
2009-08-19,0.9771401873407867,1.0292958650661514
2009-08-20,0.9903381947265207,1.0431983271747034
2009-08-21,1.007094101461557,1.0608485944968804
2009-08-24,1.0324449079705544,1.0875525215831408
2009-08-25,1.0361252875733438,1.0914293445365946
2009-08-26,1.0409063607307423,1.0964656114870734
2009-08-27,1.0425408423404425,1.0981873349246998
2009-08-28,1.0523586987589297,1.1085292276707788
2009-08-31,1.0367368201864993,1.092073518216307
2009-09-01,1.028564520719783,1.0834650154056047
2009-09-02,1.0247841372930029,1.0794828508401098
2009-09-03,1.0214929148076761,1.0760159565919274
2009-09-04,1.0408062483249665,1.0963601554976035
2009-09-07,1.0635997366334948,1.1203702653777936
2009-09-08,1.0685698506785895,1.125605663432033
2009-09-09,1.0705712301398262,1.1277138682020011
2009-09-10,1.0717164422262881,1.128920206944886
2009-09-11,1.0739735317912147,1.1312977705599752
2009-09-14,1.0693148303055182,1.126390406971896
2009-09-15,1.0878831841958803,1.1459498623377093
2009-09-16,1.1026266361276094,1.161480258392168
2009-09-17,1.104216599205457,1.1631550870839344
2009-09-18,1.106551541910233,1.1656146593155636
2009-09-22,1.116369506910505,1.1759566664390717
2009-09-23,1.1051951382519338,1.1641858564734175
2009-09-24,1.1088864846150088,1.168074231547193
2009-09-25,1.1027490077993112,1.1616091617545679
2009-09-29,1.1134007723266468,1.1728294731548001
2009-09-30,1.130545944760931,1.1908897835596777
2009-10-01,1.130423573089229,1.1907608801972778
2009-10-05,1.1125891234837246,1.1719745018735768
2009-10-06,1.1179705453304232,1.1776431616285887
2009-10-07,1.1087086276511684,1.1678868813186118
2009-10-08,1.1123778233301023,1.1717519233968863
2009-10-09,1.099691344733533,1.1583882933560057
2009-10-12,1.123941349106136,1.183932662067812
2009-10-14,1.138162305488415,1.1989126739342777
2009-10-15,1.1360830728873288,1.1967224605477698
2009-10-16,1.1434881334611902,1.2045227724456793
2009-10-20,1.1373283973795663,1.1980342552801242
2009-10-21,1.1260205817072224,1.1861228754543198
2009-10-22,1.1093424195302506,1.168554502371254
2009-10-23,1.1112214273197851,1.170533803778822
2009-10-26,1.1054063298237713,1.1644083205726787
2009-10-27,1.0777873584077768,1.135315163373579
2009-10-28,1.0732174768222156,1.1248270608608093
2009-10-29,1.056405867631471,1.0892968131960556
2009-10-30,1.0477666664892276,1.0711994825476845
2009-11-03,1.0148995030767374,1.0037187365046019
2009-11-04,1.0475664416776762,1.068073959218576
2009-11-05,1.0597415000668655,1.0926252669112004
2009-11-06,1.066546211951427,1.1063751630011915
2009-11-09,1.0892841063860321,1.1532638187587734
2009-11-10,1.0855705007570307,1.1451028972435278
2009-11-11,1.1127559051054947,1.2021600227334681
2009-11-12,1.1013479770273749,1.189234447282615
2009-11-13,1.1116440276270299,1.2003521124524583
2009-11-16,1.1247863325570557,1.2145431602098289
2009-11-17,1.1257203530716802,1.215551714630075
2009-11-18,1.1240414615119123,1.2137388491981005
2009-11-19,1.109431348012171,1.197962863210913
2009-11-20,1.1235411166466032,1.213198577311505
2009-11-23,1.1349044176110854,1.2254686583609806
2009-11-24,1.132013536167077,1.2223470874606515
2009-11-25,1.13592736660763,1.2265732376673206
2009-11-26,1.1131116190331753,1.2019368161892687
2009-11-27,1.0989241058406787,1.1866171535924088
2009-11-30,1.1191492006066672,1.2084561907513895
2009-12-01,1.1390072889393346,1.2298989347296645
2009-12-02,1.1392852583089508,1.2301990857777731
2009-12-03,1.1411643746802702,1.2322281537615882
2009-12-04,1.1360941482293998,1.226753328296186
2009-12-07,1.126709967460228,1.2166202992599426
2009-12-08,1.1447779764852806,1.2361301173869994
2009-12-09,1.1367835339824046,1.2274977263447957
2009-12-10,1.141820317243493,1.2329364398872222
2009-12-11,1.1379620806768633,1.2287703198901747
2009-12-14,1.135382611792253,1.2259850119609297
2009-12-15,1.1192269451647316,1.2085401392476574
2009-12-16,1.1212283246259682,1.2107012267940391
2009-12-17,1.1211616554099744,1.2106292374410943
2009-12-18,1.109142303300484,1.197650753019481
2009-12-21,1.101336901685304,1.1892224881392919
2009-12-22,1.1087308869170949,1.1972065060189798
2009-12-23,1.144032996858352,1.2353256891287678
2009-12-24,1.15154924518006,1.2434417265710223
2009-12-29,1.1536729963129988,1.2457349509264737
2009-12-30,1.149559049642679,1.2412927154144668
2009-12-31,1.1565860284411487,1.248880440113449
2010-01-04,1.1635131119974123,1.256360298029517
2010-01-05,1.1736756070015095,1.2673337500004642
2010-01-06,1.1745428497183552,1.2682701978212625
2010-01-07,1.1703844930979679,1.2637800084894601
2010-01-08,1.1663038810356452,1.2593737676539258
2010-01-11,1.1673379053742603,1.260490306103589
2010-01-12,1.158665261042235,1.2511255934026018
2010-01-13,1.1639022691148753,1.2567805094968691
2010-01-14,1.1696728480790366,1.263011574907701
2010-01-15,1.167960621911272,1.2611627147992543
